date,spy,vix,skew,pc_ratio,pc_sma10,pc_sma20,pc_sma50,sma50,ext_raw,mom_raw,adl_level,adl_roc20,b50_raw,vix_phi,ext_phi,mom_phi,skew_phi,adl_phi,b50_phi,spike_flag,compressed,trigger_days,vix_score,ext_score,mom_score,adl_score,b50_score,pc_score,skew_score,vix_state,ext_state,mom_state,adl_state,b50_state,pc_state,skew_state,mrs_score,spx,zero_gamma,gamma_score,gamma_state,b20_pct,b50_pct,b20_phi,b20_score,b20_state,volume,price_60d_chg,vol_60d_chg,vol_divergence,vol_score,vol_state
2010-01-22,109.21001,27.31,122.88,1.15,0.7878999999999999,0.7123,0.7238400000000001,111.66104100000001,-0.021950637196728396,0.6075981999999982,281.0997771,0.021673969049896734,15.6,0.6772486772486772,0.328042328042328,0.7486772486772487,0.8796296296296297,0.532,0.0965608465608465,0,0,2.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.5,High,Normal,Strong,Normal,Low,Mid,High,0.5,,,0.0,No data,15.6,40.0,0.09656084656084656,0.0,Low,345942400.0,0.02151351604153029,0.42934748925951594,0,0.0,Normal
2010-01-25,109.77,25.40999,122.54,0.994,0.8183,0.7268,0.7284,111.66464099999999,-0.016967242119195036,0.4313979999999873,283.3748209,0.015984145642268757,17.6,0.5925925925925926,0.3544973544973545,0.6626984126984127,0.8611111111111112,0.5086551264980027,0.1256613756613756,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Mid,Normal,Normal,Normal,Low,Mid,High,0.15,,,0.0,No data,17.6,45.6,0.12566137566137567,0.0,Low,186937500.0,0.03147904529223822,-0.2618935089271648,1,-0.5,Divergence (bearish)
2010-01-26,109.31,24.54999,118.41,0.891,0.8361000000000001,0.75235,0.73134,111.6478412,-0.020939421442212353,0.21179819999998983,279.9190968,-0.009281449556332338,17.8,0.5370370370370371,0.3333333333333333,0.541005291005291,0.6058201058201058,0.3617021276595745,0.1269841269841269,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mid,Normal,Normal,Normal,Low,Mid,Mid,-0.5,,,0.0,No data,17.8,43.0,0.12698412698412698,0.0,Low,211168800.0,0.046930370654151954,-0.15132380092709063,1,-0.5,Divergence (bearish)
2010-01-27,109.83,23.14,118.98,0.958,0.8639000000000001,0.7714,0.7335200000000001,111.66384120000001,-0.016422874050297392,0.08700020000001984,279.038756,-0.010586276212505049,22.2,0.43915343915343913,0.3611111111111111,0.5079365079365079,0.6494708994708994,0.35856573705179284,0.164021164021164,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mid,Normal,Normal,Normal,Low,Mid,Mid,0.0,,,0.0,No data,22.2,43.8,0.164021164021164,0.0,Low,271863600.0,0.02981725549153813,0.3722819475585859,0,0.0,Normal
2010-01-28,108.57001,23.73,117.98,0.828,0.8747999999999999,0.77935,0.73482,111.6428414,-0.027523765621393425,-0.025399600000000078,274.5273326,-0.021396228158064415,17.0,0.4828042328042328,0.2923280423280423,0.48148148148148145,0.5740740740740741,0.3090185676392573,0.115079365079365,0,0,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,Mid,Compressed,Normal,Normal,Low,Mid,Mid,-0.6,,,0.0,No data,17.0,33.2,0.11507936507936507,0.0,Low,316104000.0,0.04837784859018912,-0.029188770181085788,0,0.0,Normal
2010-01-29,107.39,24.62,117.5,0.909,0.9099999999999999,0.78355,0.7394,111.56644119999999,-0.03743456504553258,-0.09459980000002588,270.7469005,-0.02935957435804031,12.2,0.5396825396825397,0.2208994708994709,0.4603174603174603,0.5357142857142857,0.2847682119205298,0.0661375661375661,0,0,7.0,0.0,-0.5,0.0,-1.0,-0.5,0.0,0.0,Mid,Compressed,Normal,Weak,Low,Mid,Mid,-2.15,,,0.0,No data,12.2,26.8,0.06613756613756613,-0.5,Low,310677600.0,0.029428582301707973,0.2220677208858841,0,0.0,Normal
2010-02-01,109.06,22.59,119.22,2.275,1.0579,0.8584999999999999,0.7720600000000001,111.5208612,-0.02206637550607434,-0.14377979999999013,275.6151651,0.0006658189615270794,17.8,0.39021164021164023,0.32936507936507936,0.44841269841269843,0.6693121693121693,0.41798941798941797,0.1296296296296296,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mid,Normal,Normal,Normal,Low,Extreme HIGH (contrarian),Mid,0.9,,,0.0,No data,17.8,38.2,0.12962962962962962,0.0,Low,187865000.0,0.04214056781085218,-0.17733902136339308,1,-0.5,Divergence (bearish)
2010-02-02,110.38,21.48,120.46,1.745,1.1588999999999998,0.91095,0.7907799999999999,111.5030612,-0.010072021233440443,-0.14477999999999724,280.0483731,-0.0017882789736515404,32.4,0.33994708994708994,0.4007936507936508,0.44841269841269843,0.746031746031746,0.39814814814814814,0.2711640211640211,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,Mid,Normal,Normal,Normal,Low,Extreme HIGH (contrarian),High,1.55,,,0.0,No data,32.4,48.8,0.27116402116402116,0.0,Low,216327900.0,0.05203964925657645,-0.12769847340710583,1,-0.5,Divergence (bearish)
2010-02-03,109.83,21.59999,119.95,1.892,1.2579,0.9846,0.81162,111.50326100000001,-0.015006386225780523,-0.16058019999999829,277.2410697,-0.02107044000509191,26.6,0.3478835978835979,0.3783068783068783,0.4417989417989418,0.7248677248677249,0.31216931216931215,0.2235449735449735,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,Mid,Normal,Normal,Normal,Low,Extreme HIGH (contrarian),High,2.05,,,0.0,No data,26.6,44.4,0.22354497354497355,0.0,Low,172730700.0,0.027888602818340935,-0.04046656034237095,0,0.0,Normal
2010-02-04,106.44,26.07999,116.02,2.125,1.3767,1.0590499999999998,0.8382600000000001,111.4434612,-0.04489685752868562,-0.19938019999999312,269.5713239,-0.056751595233256145,8.4,0.6388888888888888,0.18386243386243387,0.4298941798941799,0.4351851851851852,0.2208994708994709,0.0396825396825396,0,0,0.0,-0.5,-0.5,0.0,-1.0,-0.5,1.0,0.0,High,Compressed,Normal,Weak,Low,Extreme HIGH (contrarian),Mid,-1.4,,,0.0,No data,8.4,20.0,0.03968253968253968,-0.5,Low,356715700.0,-0.0064407728927471375,1.0866168170286645,0,0.0,Normal
2010-02-05,106.66,26.10999,118.75,2.549,1.5166,1.15225,0.8752800000000001,111.360261,-0.04220770459580728,-0.2061801999999915,267.4056506,-0.0738975742490783,11.8,0.6402116402116402,0.19973544973544974,0.4298941798941799,0.6296296296296297,0.18783068783068782,0.0648148148148148,0,0,0.0,-0.5,-0.5,0.0,-1.0,-0.5,1.0,0.0,High,Compressed,Normal,Weak,Low,Extreme HIGH (contrarian),Mid,-1.4,,,0.0,No data,11.8,20.6,0.06481481481481481,-0.5,Low,493585800.0,-0.02655845335781204,2.09466524802863,0,0.0,Normal
2010-02-08,105.89,26.50999,117.68,2.13,1.6301999999999999,1.22425,0.90468,111.25826079999999,-0.048250446855807656,-0.26260040000001084,263.9521784,-0.09396872047888191,8.2,0.6640211640211641,0.167989417989418,0.3994708994708995,0.5476190476190477,0.14285714285714285,0.0396825396825396,0,0,0.0,-0.5,-0.5,0.0,-1.0,-0.5,1.0,0.0,High,Compressed,Normal,Weak,Low,Extreme HIGH (contrarian),Mid,-1.4,,,0.0,No data,8.2,17.2,0.03968253968253968,-0.5,Low,224166900.0,-0.03376220458071,0.30405561844749096,0,0.0,Normal
2010-02-09,107.22,26.0,120.43,2.348,1.7759,1.306,0.94098,111.17506080000001,-0.035575072066882214,-0.3280003999999934,268.8495874,-0.08467514154401398,16.6,0.6322751322751323,0.24206349206349206,0.37433862433862436,0.75,0.15873015873015872,0.1137566137566137,0,0,0.0,-0.5,-0.5,0.0,-1.0,-0.5,1.0,0.5,High,Compressed,Normal,Weak,Low,Extreme HIGH (contrarian),High,-0.75,,,0.0,No data,16.6,21.8,0.11375661375661375,-0.5,Low,337820500.0,-0.026600002414889024,0.9934388096269344,0,0.0,Normal
2010-02-10,107.00999,25.39999,118.51,2.068,1.8869,1.3754000000000002,0.96206,111.1238604,-0.0370205857247198,-0.37940060000001097,267.3025715,-0.07753071578942212,15.6,0.5846560846560847,0.23412698412698413,0.3637566137566138,0.6190476190476191,0.18518518518518517,0.1018518518518518,0,0,0.0,0.0,-0.5,0.0,-1.0,-0.5,1.0,0.0,Mid,Compressed,Normal,Weak,Low,Extreme HIGH (contrarian),Mid,-0.75,,,0.0,No data,15.6,20.0,0.10185185185185185,-0.5,Low,240511500.0,-0.01852710263230306,0.5305117264683141,0,0.0,Normal
2010-02-11,108.13,23.95999,120.13,2.3,2.0340999999999996,1.45445,0.98866,111.0876604,-0.02662456288439403,-0.35580079999999725,271.9386213,-0.0728488733297952,30.0,0.4880952380952381,0.3055555555555556,0.3716931216931217,0.7394179894179894,0.19973544973544974,0.2552910052910053,0,0,0.0,0.0,0.0,0.0,-1.0,-0.5,1.0,0.5,Mid,Normal,Normal,Weak,Low,Extreme HIGH (contrarian),High,0.5,,,0.0,No data,30.0,28.0,0.2552910052910053,-0.5,Low,223591600.0,-0.01359241014413437,0.48110199187880465,0,0.0,Normal
2010-02-12,108.03999,22.73,113.71,2.169,2.1601,1.53505,1.0178,111.02246020000001,-0.026863665195558408,-0.33780079999998236,273.4944023,-0.07338901890754967,32.6,0.3941798941798942,0.3029100529100529,0.376984126984127,0.2724867724867725,0.1970899470899471,0.2817460317460317,0,0,0.0,0.0,0.0,0.0,-1.0,-0.5,1.0,-2.0,Mid,Normal,Normal,Weak,Low,Extreme HIGH (contrarian),Low+HighPC(DANGER),-2.75,,,0.0,No data,32.6,28.6,0.28174603174603174,-0.5,Low,304622100.0,-0.02850480815530898,0.44423915548007753,0,0.0,Normal
2010-02-16,109.74001,22.25,120.89,2.322,2.1648,1.6113499999999998,1.04782,110.99226039999999,-0.011282321807728445,-0.2660003999999958,278.4850602,-0.04376318008821138,60.8,0.3584656084656085,0.4074074074074074,0.40343915343915343,0.7896825396825397,0.2619047619047619,0.5608465608465608,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.5,Mid,Normal,Normal,Weak,Normal,Extreme HIGH (contrarian),High,1.05,,,0.0,No data,60.8,45.2,0.5608465608465608,0.0,Normal,159317500.0,-0.014361454656499517,0.08280473391280463,0,0.0,Normal
2010-02-17,110.25999,21.71999,119.63,2.603,2.2506,1.70475,1.08402,110.98986020000001,-0.0065760079225688365,-0.1852006000000017,281.4599552,-0.05070969448305222,73.0,0.3439153439153439,0.4417989417989418,0.44576719576719576,0.7063492063492064,0.2447089947089947,0.7380952380952381,0,0,0.0,0.0,0.0,0.0,-1.0,0.5,1.0,0.5,Mid,Normal,Normal,Weak,High,Extreme HIGH (contrarian),High,1.6,,,0.0,No data,73.0,48.6,0.7380952380952381,0.5,High,168845100.0,-0.009077109733081623,0.07897343418102998,0,0.0,Normal
2010-02-18,110.91,20.62999,122.56,0.803,2.1417,1.6997999999999998,1.08644,110.98786039999999,-0.0007015217675102747,-0.1360000000000099,284.8793568,-0.0253196426851104,77.6,0.27380952380952384,0.4933862433862434,0.4656084656084656,0.8690476190476191,0.30952380952380953,0.8214285714285714,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,Low,Normal,Normal,Normal,High,Extreme HIGH (contrarian),High,3.9,,,0.0,No data,77.6,57.0,0.8214285714285714,0.5,High,193708600.0,0.009925240400178392,-0.07198614891829147,0,0.0,Normal
2010-02-19,111.14,20.01999,118.53,0.87,2.0162,1.69645,1.0886799999999999,110.99386040000002,0.0013166457989056816,-0.09379999999998745,287.2176022,0.0019794792798809076,81.8,0.23941798941798942,0.5052910052910053,0.47883597883597884,0.6216931216931217,0.43783068783068785,0.8862433862433863,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,Low,Normal,Normal,Normal,High,Extreme HIGH (contrarian),Mid,3.25,,,0.0,No data,81.8,58.6,0.8862433862433863,0.5,High,222684900.0,0.015626520664033583,0.6594004292229276,0,0.0,Normal
2010-02-22,111.16,19.93999,121.33,0.805,1.8418000000000003,1.6792000000000002,1.08912,111.0248604,0.0012172012602683917,0.002400199999982533,286.5201163,0.01928261649980512,82.8,0.23544973544973544,0.5052910052910053,0.5092592592592593,0.8201058201058201,0.5423280423280423,0.8981481481481481,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,Low,Normal,Normal,Normal,High,Extreme HIGH (contrarian),High,3.4,,,0.0,No data,82.8,57.4,0.8981481481481481,0.5,High,132346900.0,0.003067947746981714,-0.10582581470736474,1,-0.5,Divergence (bearish)
2010-02-23,109.81,21.37,120.82,0.994,1.7282,1.6792000000000002,1.09544,111.02064039999999,-0.010904642556898712,0.028379999999998518,282.6292438,-0.0026310633302988403,66.6,0.3201058201058201,0.4087301587301587,0.5171957671957672,0.7791005291005291,0.4087301587301587,0.6322751322751323,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,Mid,Normal,Normal,Normal,Normal,Extreme HIGH (contrarian),High,2.05,,,0.0,No data,66.6,43.2,0.6322751322751323,0.0,Normal,207497000.0,-0.010631677571702136,0.49903807322780436,0,0.0,Normal
2010-02-24,110.82001,20.26999,120.61,0.713,1.5647,1.6703,1.09794,111.0242406,-0.0018395135953760578,0.03438039999998921,286.691263,0.024193298268744685,78.4,0.2526455026455027,0.48677248677248675,0.5224867724867724,0.7645502645502645,0.5648148148148148,0.832010582010582,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,Low,Normal,Normal,Normal,High,Extreme HIGH (contrarian),High,3.9,,,0.0,No data,78.4,53.0,0.832010582010582,0.5,High,176350700.0,-0.0050277428622732545,0.6095561713250972,0,0.0,Normal
2010-02-25,110.67,20.09999,121.28,0.984,1.4563000000000001,1.6715999999999998,1.10218,111.0154406,-0.0031116446336925444,0.02758020000001693,287.1585861,0.029099291497701494,75.6,0.24206349206349206,0.4775132275132275,0.5171957671957672,0.8148148148148148,0.5925925925925926,0.7883597883597884,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,Low,Normal,Normal,Normal,High,Extreme HIGH (contrarian),High,3.9,,,0.0,No data,75.6,50.8,0.7883597883597884,0.5,High,259634700.0,0.010039152136611218,1.060563420522564,0,0.0,Normal
2010-02-26,110.74001,19.5,120.13,0.874,1.3137,1.6739000000000002,1.10344,110.9928408,-0.0022779018734692853,-0.0010196000000206595,289.4814301,0.05447216260170659,75.2,0.21031746031746032,0.48412698412698413,0.5079365079365079,0.7367724867724867,0.6957671957671958,0.7843915343915344,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,Low,Normal,Normal,Normal,High,Extreme HIGH (contrarian),High,3.9,,,0.0,No data,75.2,52.0,0.7843915343915344,0.5,High,173589300.0,0.007276787338548196,0.07903350928796793,0,0.0,Normal
2010-03-01,111.89,19.25999,120.8,0.858,1.1826,1.67135,1.10486,111.0036406,0.007984957927587138,-0.021219799999997235,294.3687314,0.0872469116225396,85.4,0.20105820105820105,0.5542328042328042,0.503968253968254,0.7764550264550265,0.791005291005291,0.9351851851851852,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,Low,Normal,Normal,Strong,High,Extreme HIGH (contrarian),High,3.9,,,0.0,No data,85.4,61.8,0.9351851851851852,0.5,High,147709700.0,0.005300988319856259,-0.07458006424260577,0,0.0,Normal
2010-03-02,112.2,19.06,120.28,0.735,1.0238999999999998,1.59435,1.10336,111.01724059999998,0.010653835328708606,-0.003399800000011055,297.8585663,0.08070456207273477,88.6,0.19444444444444445,0.5727513227513228,0.5079365079365079,0.7473544973544973,0.7698412698412699,0.9656084656084656,0,1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,Low,Normal,Normal,Strong,High,Extreme HIGH (contrarian),High,3.9,,,0.0,No data,88.6,63.8,0.9656084656084656,0.5,High,160992400.0,0.008539325842696677,0.21673490024948028,0,0.0,Normal
2010-03-03,112.3,18.82999,119.03,0.826,0.8462,1.5484,1.10924,111.0596408,0.011168406372155314,0.035400199999997994,299.3340605,0.06886555771246518,90.0,0.1865079365079365,0.5753968253968254,0.5277777777777778,0.656084656084656,0.7433862433862434,0.9761904761904762,0,1,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,Low,Normal,Normal,Strong,High,Mid,Mid,1.85,,,0.0,No data,90.0,66.6,0.9761904761904762,0.5,High,150785000.0,0.017394455517303786,-0.09884900573674327,0,0.0,Normal
2010-03-04,112.64101,18.71999,120.75,0.914,0.8573000000000001,1.4995,1.11158,111.10826080000001,0.013795096682856037,0.09282020000000557,301.6185189,0.08792870849322076,90.0,0.18253968253968253,0.6018518518518519,0.5383597883597884,0.7751322751322751,0.791005291005291,0.9748677248677248,0,1,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,Low,Normal,Normal,Strong,High,Mid,High,2.0,,,0.0,No data,90.0,67.0,0.9748677248677249,0.5,High,135770400.0,0.014692551544234878,-0.5061238713488667,1,-0.5,Divergence (bearish)
2010-03-05,114.25,17.42,118.03,0.765,0.8468,1.4315000000000002,1.1183400000000001,111.1666608,0.027736186171384913,0.1738200000000063,306.846648,0.13827629571544364,94.8,0.1335978835978836,0.7063492063492064,0.5568783068783069,0.582010582010582,0.8968253968253969,0.9973544973544972,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.0,Low,Extended,Normal,Strong,High,Mid,Mid,1.25,,,0.0,No data,94.8,79.4,0.9973544973544973,0.5,High,176118800.0,0.03076506676290136,0.37620981794711095,0,0.0,Normal
2010-03-08,114.27,17.78999,117.56,0.705,0.8368,1.3393000000000002,1.12396,111.21746079999998,0.02744658238052503,0.21382019999998647,309.1034207,0.15593451374882805,94.6,0.1455026455026455,0.7037037037037037,0.5727513227513228,0.541005291005291,0.91005291005291,0.996031746031746,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.0,Low,Extended,Normal,Strong,High,Mid,Mid,0.75,,,0.0,No data,94.6,80.4,0.996031746031746,0.5,High,114631200.0,0.04251436912690454,-0.3251577588384098,1,-0.5,Divergence (bearish)
2010-03-09,114.46001,17.92,116.64,0.583,0.7957,1.26195,1.12154,111.267661,0.02869071724263165,0.2504204000000243,310.9122156,0.17791115604598493,92.2,0.15211640211640212,0.7195767195767195,0.5859788359788359,0.4801587301587302,0.9232804232804233,0.984126984126984,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.0,Low,Extended,Normal,Strong,High,Mid,Mid,1.25,,,0.0,No data,92.2,79.2,0.9841269841269841,0.5,High,154556700.0,0.040346933767189785,-0.0032676956651279676,0,0.0,Normal
2010-03-10,114.97,18.56999,117.98,0.495,0.7738999999999999,1.1693,1.12384,111.31746100000001,0.03281191438600985,0.2578202000000118,314.1063113,0.1683347344426685,92.2,0.1746031746031746,0.7526455026455027,0.58994708994709,0.5767195767195767,0.9153439153439153,0.9828042328042328,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.0,Low,Extended,Normal,Strong,High,Mid,Mid,1.25,,,0.0,No data,92.2,81.4,0.9828042328042328,0.5,High,186088800.0,0.039135936370209734,0.34832691613785793,0,0.0,Normal
2010-03-11,115.45,18.06,117.48,0.854,0.7608999999999999,1.1085999999999998,1.1293799999999998,111.37206099999999,0.036615457803191906,0.2638001999999773,315.6934055,0.1810339261925132,92.8,0.15476190476190477,0.7883597883597884,0.58994708994709,0.5357142857142857,0.9246031746031746,0.988095238095238,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.0,Low,Extended,Normal,Strong,High,Mid,Mid,1.25,,,0.0,No data,92.8,83.6,0.9880952380952381,0.5,High,160791100.0,0.03906039060390598,0.28783298893107157,0,0.0,Normal
2010-03-12,115.46001,17.57999,118.96,0.751,0.7485999999999999,1.03115,1.1310200000000001,111.43002120000001,0.03616609560512211,0.2633604000000105,317.3508894,0.16699455150175832,90.0,0.13227513227513227,0.7791005291005291,0.5886243386243386,0.6574074074074074,0.91005291005291,0.966931216931217,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.0,Low,Extended,Normal,Strong,High,Mid,Mid,1.25,,,0.0,No data,90.0,82.2,0.966931216931217,0.5,High,162074800.0,0.03209090909090895,0.5127172944190626,0,0.0,Normal
2010-03-15,115.49001,18.0,120.63,0.794,0.7422000000000001,0.9624,1.1303999999999998,111.4894214,0.03588312280899505,0.2719606000000141,315.3735401,0.1531261241466368,86.8,0.15211640211640212,0.7764550264550265,0.5925925925925926,0.7698412698412699,0.9034391534391535,0.9391534391534392,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.5,Low,Extended,Normal,Strong,High,Mid,High,1.9,,,0.0,No data,86.8,82.6,0.9391534391534392,0.5,High,146816800.0,0.037180059525814046,0.21931951817475137,0,0.0,Normal
2010-03-16,116.41,17.68999,123.51,0.68,0.7367,0.8803000000000001,1.12848,111.5888214,0.04320485277569207,0.32116039999999657,318.8943677,0.14510404066551771,91.8,0.1388888888888889,0.8425925925925926,0.6111111111111112,0.9140211640211641,0.8955026455026455,0.9761904761904762,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,1.5,Low,Extended,Normal,Strong,High,Mid,High+LowPC(SAFE),3.2,,,0.0,No data,91.8,87.0,0.9761904761904762,0.5,High,168673000.0,0.04384863701578201,0.08570387658971335,0,0.0,Normal
2010-03-17,117.10001,16.90999,119.66,0.706,0.7247,0.78545,1.1286800000000001,111.6642216,0.048679767987564536,0.3467605999999961,322.3665687,0.1453372415657941,92.8,0.11772486772486772,0.8756613756613757,0.623015873015873,0.7103174603174603,0.8955026455026455,0.9867724867724867,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,0.5,Low,Extended,Normal,Strong,High,Moderate LOW (transition),High,1.2,,,0.0,No data,92.8,90.0,0.9867724867724867,0.5,High,177468100.0,0.06280650415742461,-0.03229181946026527,0,0.0,Normal
2010-03-18,117.03751,16.62,120.27,0.416,0.6748999999999999,0.7661,1.12862,111.7323718,0.04748076241947279,0.3603108000000077,320.2156938,0.12403965452929588,91.2,0.10978835978835978,0.8677248677248677,0.6322751322751323,0.753968253968254,0.8756613756613757,0.9722222222222222,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.5,1.5,Low,Extended,Normal,Strong,High,Extreme LOW (complacency),High+LowPC(SAFE),3.9,,,0.0,No data,91.2,89.4,0.9722222222222222,0.5,High,196509100.0,0.06194990817984691,0.12553840056085308,0,0.0,Normal
2010-03-19,115.97,16.96999,121.97,0.915,0.6899,0.7683500000000001,1.1341999999999999,111.77757160000002,0.03750688389440715,0.3475504000000029,316.5177621,0.10201380303842687,85.4,0.12037037037037036,0.791005291005291,0.6216931216931217,0.8558201058201058,0.8227513227513228,0.9166666666666666,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,0.5,Low,Extended,Normal,Strong,High,Moderate LOW (transition),High,1.2,,,0.0,No data,85.4,87.2,0.9166666666666666,0.5,High,226641100.0,0.04167789454774096,0.9200429347439334,0,0.0,Normal
2010-03-22,116.5925,16.87,123.63,0.791,0.6985,0.7676499999999999,1.13632,111.82562159999999,0.04262778361341128,0.3362001999999933,319.4065565,0.1147788177133308,88.4,0.11507936507936507,0.8333333333333334,0.6124338624338624,0.9193121693121693,0.8544973544973545,0.9497354497354498,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,0.5,Low,Extended,Normal,Strong,High,Moderate LOW (transition),High,1.2,,,0.0,No data,88.4,89.2,0.9497354497354498,0.5,High,184477800.0,0.043520093081535816,1.0115890194367965,0,0.0,Normal
2010-03-23,117.41,16.34999,121.18,0.761,0.7163,0.756,1.13774,111.8824214,0.04940524642595909,0.29359999999999786,323.2357759,0.14367420566264855,90.4,0.10449735449735449,0.8783068783068783,0.5912698412698413,0.8187830687830688,0.8902116402116402,0.966931216931217,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,0.5,Low,Extended,Normal,Strong,High,Moderate LOW (transition),High,1.2,,,0.0,No data,90.4,89.8,0.966931216931217,0.5,High,182941600.0,0.04877177311299685,0.6365765486911708,0,0.0,Normal
2010-03-24,116.84,17.54999,122.67,0.8,0.7468000000000001,0.76035,1.13948,111.92462139999999,0.04391686599888746,0.26039979999998764,320.1075632,0.11655848821594547,81.6,0.12698412698412698,0.843915343915344,0.578042328042328,0.8835978835978836,0.8584656084656085,0.8584656084656085,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.5,Low,Extended,Normal,Strong,High,Mid,High,1.9,,,0.0,No data,81.6,88.6,0.8584656084656085,0.5,High,196072600.0,0.038762446657183425,3.9416571104530274,0,0.0,Normal
2010-03-25,116.64999,18.39999,122.14,0.799,0.7413000000000001,0.7511,1.14186,111.9844212,0.041662659412843424,0.2520494000000042,317.627051,0.10610326967339813,75.0,0.164021164021164,0.8201058201058201,0.5740740740740741,0.8637566137566137,0.8346560846560847,0.7592592592592593,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,0.0,0.5,Low,Extended,Normal,Strong,High,Mid,High,1.9,,,0.0,No data,75.0,86.6,0.7592592592592593,0.5,High,223396300.0,0.0348650638750887,1.5528525800350823,0,0.0,Normal
2010-03-26,116.582,17.76999,123.14,0.654,0.7316,0.7401000000000001,1.14056,112.0236612,0.0406908571918732,0.24608959999999058,318.1440875,0.0990138033728057,72.8,0.1388888888888889,0.8148148148148148,0.5687830687830688,0.9074074074074074,0.8095238095238095,0.7116402116402116,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,1.5,Low,Extended,Normal,Strong,High,Moderate LOW (transition),High+LowPC(SAFE),2.5,,,0.0,No data,72.8,87.2,0.7116402116402116,0.5,High,205808500.0,0.03571365114336977,1.55432684849049,0,0.0,Normal
2010-03-29,117.32001,17.59,123.2,0.563,0.7085,0.7253499999999999,1.14068,112.07146159999998,0.04683215802728515,0.24583999999998696,321.6593603,0.09270899381944342,77.2,0.13095238095238096,0.8611111111111112,0.5674603174603174,0.9113756613756614,0.7923280423280423,0.7936507936507936,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,1.5,Low,Extended,Normal,Strong,High,Moderate LOW (transition),High+LowPC(SAFE),2.5,,,0.0,No data,77.2,89.2,0.7936507936507936,0.5,High,134513500.0,0.04265917170280842,0.839163831858504,0,0.0,Normal
2010-03-30,117.39999,17.12999,124.03,0.834,0.7239,0.7303000000000001,1.14144,112.14666140000001,0.04684337932506646,0.26424000000001513,322.4144599,0.08244145503362006,77.4,0.11904761904761904,0.8624338624338624,0.5806878306878307,0.9365079365079365,0.7486772486772487,0.7976190476190477,0,1,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,0.5,Low,Extended,Normal,Strong,High,Moderate LOW (transition),High,1.2,,,0.0,No data,77.4,89.8,0.7976190476190477,0.5,High,145772500.0,0.053481604450825504,0.6082952054273103,0,0.0,Normal
2010-03-31,117.0,17.59,123.7,0.732,0.7265,0.7256,1.14138,112.18546140000001,0.04291588713829537,0.26084000000001595,319.9366009,0.06882791876603014,69.6,0.12962962962962962,0.8306878306878307,0.5767195767195767,0.9232804232804233,0.716931216931217,0.6547619047619048,0,1,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,0.5,Low,Extended,Normal,Strong,Normal,Moderate LOW (transition),High,0.65,,,0.0,No data,69.6,88.8,0.6547619047619048,0.0,Normal,161078700.0,0.03238330539133516,0.35423297905075146,0,0.0,Normal
