time,open,high,low,close,SKEW �� CBOE: c,S5TW �� INDEX: c,PC �� USI: c,VIX �� TVC: c,Volume,Advance Decline Line
04/05/2009,88.55,90.94,88.38,90.88,115.4,87.1,0.704,34.53,287119872,169.3388315
05/05/2009,90.57001,90.92999,89.84,90.57001,113.65,85.89,0.57,33.35999,243036256,167.3249905
06/05/2009,91.67999,92.2,90.61,92.14101,113.34,84.88,0.67,32.45,291941120,171.654122
07/05/2009,93.00999,93.14999,90.28,90.86,112.7,73.99,0.757,33.43999,317800448,167.7834042
08/05/2009,92.03,93.22,90.911,92.98,114.96,81.05,0.711,32.04999,299081728,175.0779588
11/05/2009,91.7,92.11,91.03999,91.24001,113.99,73.39,0.722,32.87,247923568,170.5325196
12/05/2009,91.63,91.83,89.85001,90.97,115.66,69.56,0.6,31.79999,282431232,167.9802875
13/05/2009,89.74001,90.00999,88.5,88.67999,116.32,43.55,0.846,33.64999,269618944,160.0448336
14/05/2009,88.72,90.12,88.5,89.44,116.5,50.2,0.692,31.37,260098624,164.1644227
15/05/2009,89.37,90,88.14999,88.71001,119.06,40.32,0.781,33.12,271502592,160.8678112
18/05/2009,89.55,91.34,88.57021,91.23,119.21,65.32,0.686,30.23999,242217248,167.7234658
19/05/2009,91.17999,91.97,90.81,91.12,117.92,64.11,0.719,28.79999,206102192,170.4279595
20/05/2009,91.95,92.8,90.41,90.50999,113.96,55.65,0.72,29.03,285898240,170.9105325
21/05/2009,89.46001,89.8,88.25999,89.21001,117.1,36.49,0.957,31.34999,258988368,166.7584246
22/05/2009,89.46001,90,88.67999,89.02,118.81,38.1,0.823,32.62999,166811872,167.6456867
26/05/2009,88.36,91.56,88.32001,91.3,120.89,65.32,0.669,30.62,236318432,172.9240897
27/05/2009,91.44,91.75,89.53,89.67,120.04,43.15,0.768,32.35999,246313504,168.5874491
28/05/2009,90.46001,91.34,89.10001,90.92,122.33,57.06,0.76,31.67,289094912,172.1471741
29/05/2009,91.42,93.7,90.67999,92.53,122.99,67.14,0.762,28.92,258641376,176.6731408
01/06/2009,93.67,95.17,93.42999,94.77,122.09,86.9,0.757,30.03999,276246784,182.1327212
02/06/2009,94.39999,95.37,87.53,94.85001,120.94,87.3,0.791,29.62999,230874432,184.8672434
03/06/2009,94.03999,94.13,92.75999,93.64999,121.19,78.43,0.849,31.01999,235403936,180.8332966
04/06/2009,94,94.67,93.3,94.53,119.37,82.66,0.796,30.17999,210102256,185.2024777
05/06/2009,95.49001,95.67,93.8,94.55,118.83,79.44,0.749,29.62,284257792,184.3802512
08/06/2009,93.84,95.10001,93.03999,94.16,119.44,77.82,0.934,29.76999,238565120,181.4545848
09/06/2009,94.69,95.145,94.02,94.64,119.24,80.44,0.74,28.26999,225125440,183.8469486
10/06/2009,95.48,95.49001,93.19,94.39999,121.61,79.03,0.639,28.45999,296100352,182.0319781
11/06/2009,94.58,96.11,94.56,94.82001,117.88,76.41,0.761,28.10999,275414016,184.346317
12/06/2009,94.39999,95.14,94,95.08,120.98,77.22,0.82,28.14999,184373008,182.814601
15/06/2009,93.96001,94.02,92.39999,92.89999,118.2,48.39,0.915,30.81,224190432,175.8635527
16/06/2009,93.23,93.28999,91.58,91.64,125.05,34.27,0.955,32.67999,227319008,171.9076267
17/06/2009,91.60001,92.33,90.83,91.55,123.17,32.86,0.859,31.53999,223445312,169.5244592
18/06/2009,91.69,92.67,91.25,92.21899,123.72,37.7,0.333,30.03,211725056,171.9119265
19/06/2009,92.58,92.7,91.52,92.03999,123.78,41.13,0.816,27.98999,215655568,174.7047745
22/06/2009,91.14,91.19,89.25,89.28,116.79,17.94,0.865,31.17,251913568,167.1263556
23/06/2009,89.47,89.88,88.85001,89.35001,116.01,16.94,0.989,30.57999,188309680,165.7691138
24/06/2009,90.16,91.08,89.60001,90.118,116.97,22.18,0.741,29.04999,211577632,170.1977596
25/06/2009,89.67,92.17,89.57001,92.08,115.51,39.11,0.896,26.35999,279410944,175.0924846
26/06/2009,91.77,92.24001,91.27,91.84,115.72,37.7,0.851,25.92999,167579008,177.5565115
29/06/2009,92.11,92.82001,91.60001,92.7,117.16,47.38,0.669,25.34999,168481248,180.0608288
30/06/2009,92.72,93.06,91.27,91.95,117.03,40.52,0.887,26.34999,228888192,178.1114699
01/07/2009,92.34,93.23,92.21001,92.33,116.68,49.4,0.869,26.21999,173041056,181.8703304
02/07/2009,91.13,92.3624,89.75999,89.81,115.08,23.79,0.776,27.95,212309808,177.3615314
06/07/2009,88.94,89.92999,88.66,89.8,118.41,28.23,0.872,29,174499568,174.710876
07/07/2009,89.71001,89.82001,88,88.06,116.35,17.34,0.835,30.84999,197088880,170.06269
08/07/2009,88.59,88.8,87,88,114.25,16.33,1.046,31.29999,248050496,166.8697099
09/07/2009,88.61,88.89999,87.91,88.17,115.2,17.54,0.973,29.78,163777568,169.6426486
10/07/2009,87.7,88.49001,87.35001,87.96001,113.2,18.35,1.019,29.01999,173520256,169.0352508
13/07/2009,88.31,90.17,87.59,90.10201,113.3,40.12,0.823,26.31,217413376,174.2109516
14/07/2009,90.38,90.69,89.73,90.61,115.44,50.81,0.849,25.01999,181555376,177.8808773
15/07/2009,91.81,93.50999,90.6795,93.25999,115.75,82.66,0.71,25.89,220877808,185.5362847
16/07/2009,93,94.50999,92.82001,94.14999,116.89,89.11,0.75,25.42,231174496,188.8310942
17/07/2009,94.06,94.32001,93.53999,94.13,116.43,84.48,0.727,24.34,138561680,188.13124
20/07/2009,94.67999,95.28999,94.19,95.131,116.31,89.31,0.749,24.39999,164179376,192.983908
21/07/2009,95.87,95.89999,94.42,95.57001,116.79,88.91,0.809,23.87,217718256,194.3981216
22/07/2009,94.96001,96.13,94.89,95.55,112.41,87.1,0.946,23.46999,196067568,196.3752637
23/07/2009,95.61,98.08,95.53,97.661,112.07,91.94,0.921,23.42999,258795504,202.3883214
24/07/2009,97.2,98.14,96.69,98.06,114.04,92.34,0.964,23.09,154003008,205.1220218
27/07/2009,97.88,98.39999,97.34,98.35001,114.05,92.14,0.789,24.28,159259376,208.1687173
28/07/2009,97.66,98.37,97.06,97.89,116.18,92.94,0.707,25.00999,186685680,207.2233045
29/07/2009,97.44,98.088,96.98,97.65199,116.74,91.13,0.93,25.60999,194399312,203.65798
30/07/2009,98.83,99.83,98.60001,98.67,115.41,92.54,0.78,25.39999,225575376,209.7169495
31/07/2009,98.64999,99.47,98.38,98.81,108.94,90.52,0.799,25.92,207357936,212.8836779
03/08/2009,99.85001,100.53,99.31,100.44,114.03,93.35,0.806,25.56,175776880,218.8063827
04/08/2009,99.99001,100.84,99.78,100.7,114.94,91.73,0.598,24.89,176714496,221.4696557
05/08/2009,100.77,100.855,99.58,100.41,117.11,86.09,0.723,24.89999,184726368,219.5836647
